Species,Model,kap,v,z,p_Am,p_M,E_G,s_M,L_b,L_m,L_j,L_i,L_p,l_i,n_HE,n_OE,n_NE,n_CX,n_HX,n_OX,n_NX,n_CV,n_HV,n_OV,n_NV,n_CE,n_CP,n_HP,n_OP,n_NP,eta_PA,eta_XA,eta_VG,k_J,kap_R,E_Hb,E_Hp,E_Hj,n_NN,n_CN,n_HN,n_ON,mu_E,T_A,T_ref,p_T,L_s,L_x
Pteronotropis_welaka,abj,0.95321,0.019429,0.35811,118.492253997545,315.4003,5234.0483,2.75616899930439,0.060821295998682,0.35811,0.167633770529083,0.987011680340894,0.411801650373562,2.75616899930439,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59880084347332e-06,0.002,0.95,0.06967,122,1.697,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Clinostomus_elongatus,abj,0.76496,0.021822,1.688,50.0005124450952,22.659,5215.5639,1.18737713334969,0.104016476224213,1.688,0.123506785360242,2.00429260109428,0.944870740507709,1.18737713334969,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60446712901362e-06,0.002,0.95,1.834,2015,3.106,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Pseudaspius_leptocephalus,abj,0.89654,0.023116,4.9353,101.214550884512,18.3865,5230.7497,2.05211744542557,0.0974137867962504,4.9353,0.199904531309553,10.1278152284088,4.09897057410726,2.05211744542557,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59980907456155e-06,0.001058,0.95,0.5648,68830,4.933,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Rhynchocypris_lagowskii,abj,0.95071,0.026851,2.7793,64.8879476706882,22.1961,5276.6104,1.68589562522761,0.106014358062077,2.7793,0.178729142468169,4.68560971119511,1.24470228079474,1.68589562522761,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.58590462483645e-06,0.002,0.95,0.3299,828.6,1.602,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Rhynchocypris_oxycephalus,abj,0.92511,0.021189,1.5251,176.719443763444,107.1962,5219.6783,1.78700364602654,0.0974570826267389,1.5251,0.174156161985092,2.72535926055508,0.760834810225048,1.78700364602654,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60320241130954e-06,0.002,0.95,0.4249,565.2,2.543,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Rhynchocypris_percnurus,abj,0.90201,0.022202,3.3511,85.6404606046496,23.0517,5227.5953,1.01628945588732,0.0993257494713987,3.3511,0.100943711885888,3.40568759562399,1.68120159881467,1.01628945588732,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60077442047208e-06,0.002,0.95,0.5638,4015,0.5922,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Tinca_tinca,abj,0.56895,0.011959,10.1035,197.848887512084,11.1413,5237.8918,1.2787438440785,0.038625323262059,10.1035,0.0493918943469,12.9197884286471,3.70913974392431,1.2787438440785,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59762766325568e-06,0.00068192,0.95,0.2297,301400,0.481,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Chanodichthys_erythropterus,abj,0.94444,0.019187,2.5477,35.4240469061031,13.1318,5239.9119,7.08498827094888,0.0954892081130386,2.5477,0.676539919483076,18.0504246178965,5.38746247155018,7.08498827094888,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59701174304478e-06,0.00077798,0.95,0.2719,109300,98.81,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Chanodichthys_mongolicus,abj,0.93129,0.02283,3.2847,24.6582639564475,6.9912,5184.6179,6.32856845609505,0.0997735052016974,3.2847,0.631423457773497,20.7874488077354,7.0364591215612,6.32856845609505,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.61404388871552e-06,0.00039494,0.95,0.3828,248200,98.81,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Ctenopharyngodon_idella,abj,0.98127,0.021582,2.0618,419.846624048427,199.8171,5225.3368,9.62912598410941,0.0573201904720223,2.0618,0.551943335488251,19.8533319540368,6.85422435156498,9.62912598410941,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60146630870188e-06,0.002,0.95,0.02035,141000,18.87,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Culter_alburnus,abj,0.73311,0.049363,3.6575,208.011675260193,41.6939,5226.3088,4.2513770845493,0.0869867299628059,3.6575,0.369813390423751,15.5494116867391,3.22347372472235,4.2513770845493,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60116846459974e-06,0.0023572,0.95,1.268,127200,98.81,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Elopichthys_bambusa,abj,0.89063,0.022056,8.8748,390.281743440037,39.1667,5227.9243,2.83452349389201,0.0594142516452289,8.8748,0.168411092160413,25.1558291035928,11.1148526702778,2.83452349389201,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.600673681679e-06,0.002,0.95,0.1364,1913000,3.126,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Hypophthalmichthys_molitrix,abj,0.8618,0.017721,6.2558,6101.30177482014,840.5163,5230.1829,1.00016333688999,0.0554004914868013,6.2558,0.0554095404307845,6.25682180291639,2.87204003276009,1.00016333688999,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59998244742456e-06,0.02,0.95,0.189,143000,0.1891,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Hypophthalmichthys_nobilis,abj,0.90463,0.014617,5.0607,67.9653078496181,12.1492,5248.7605,6.54499093292029,0.0854460678862137,5.0607,0.55924373956896,33.1222356142297,11.8371338486261,6.54499093292029,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59431942776206e-06,0.00073013,0.95,0.3489,1626000,98.81,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Megalobrama_terminalis,abj,0.97081,0.023116,1.3054,26.2387000133909,19.5134,5226.8563,13.9799326536703,0.0929343538016123,1.3054,1.29921600735891,18.2494040861013,7.96946449340783,13.9799326536703,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.6010007462459e-06,0.002,0.95,0.1277,205400,358.8,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Mylopharyngodon_piceus,abj,0.90729,0.015716,27.338,232.196278808319,7.7061,5241.5873,1.00285001092986,0.0600510579127428,27.338,0.0602222040841436,27.4159135988004,13.5388286012709,1.00285001092986,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59650128059874e-06,0.00043277,0.95,0.1164,2707000,0.1174,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Parabramis_pekinensis,abj,0.84222,0.017172,6.5301,122.657052753437,15.8197,5230.3463,1.4658496165339,0.0734590062419687,6.5301,0.107679856130751,9.57214458092799,6.07267810616477,1.4658496165339,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59993246275492e-06,0.002,0.95,0.3902,298900,1.232,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Squaliobarbus_curriculus,abj,0.58954,0.022056,6.9942,222.89993628931,18.7882,5228.3446,1.00029740274917,0.067314327476151,6.9942,0.0673343469422011,6.99628009430827,3.08062254484625,1.00029740274917,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60054500554919e-06,0.002,0.95,1.116,144700,1.117,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Toxabramis_swinhonis,abj,0.9396,0.018263,0.60275,45.7039870423585,71.2459,5218.9146,3.26290948616666,0.0889767186224946,0.60275,0.290322979241319,1.96671869278695,1.18475674309229,3.26290948616666,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60343701290304e-06,0.002,0.95,0.2553,1964,9.881,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Xenocypris_davidi,abj,0.89922,0.022056,5.1007,97.1482491715042,17.1266,5231.248,1.71954913676456,0.0799817465823797,5.1007,0.137532543292653,8.770904281895,4.21111393049728,1.71954913676456,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59965668552133e-06,0.002,0.95,0.3016,58840,1.54,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Xenocypris_macrolepis,abj,0.79575,0.022091,4.1524,134.605075061263,25.7952,5221.0128,1.42554064422981,0.0751119385324349,4.1524,0.107075121244877,5.91941497109985,2.8483823620079,1.42554064422981,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.6027926299702e-06,0.002,0.95,0.5742,49370,1.674,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Zacco_platypus,abj,0.98258,0.023116,1.1889,54.4287949785259,44.9833,5215.9579,3.68854305098726,0.0840254779090725,1.1889,0.309931592647393,4.38530883331876,1.85067642917554,3.68854305098726,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60434593170702e-06,0.002,0.95,0.0567,1473,2.977,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Catostomus_catostomus,abj,0.78091,0.008251,3.2875,4066.48733528832,965.95,5204.3284,1.00006568709404,0.0339920103583284,3.2875,0.0339942431947093,3.28771594632165,1.74591675791107,1.00006568709404,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60793097469024e-06,0.002,0.95,0.0914,299000,0.09142,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Catostomus_columbianus,abj,0.70565,0.022328,1.4795,58.4052883865939,27.8565,5212.6346,5.96217598468368,0.173454980867246,1.4795,1.03416912135046,8.82103936933951,6.84450837566909,5.96217598468368,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60536877778083e-06,0.002,0.95,11.79,1300000,2658,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Catostomus_commersonii,abj,0.83314,0.008121,2.6661,5529.77889360732,1728.0222,5238.1932,1.05323635493617,0.0344596117783094,2.6661,0.0362941159019021,2.80803344589532,1.00180069227348,1.05323635493617,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59753573747911e-06,0.002,0.95,0.09667,37120,0.1141,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Catostomus_discobolus,abj,0.4331,0.028412,4.6359,470.129070214731,43.9209,5217.7194,1.0289951729277,0.0995480944336336,4.6359,0.102434508646359,4.7703187221755,2.30071085137085,1.0289951729277,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60380430515679e-06,0.002,0.95,6.891,154500,7.518,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Catostomus_latipinnis,abj,0.43342,0.023366,1.4451,69.2298991047944,20.7637,5211.0666,6.65437999489968,0.159588492162895,1.4451,1.06196246966497,9.61624453062952,7.27262136065122,6.65437999489968,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60585183018388e-06,0.002,0.95,28.32,4062000,8741,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Catostomus_macrocheilus,abj,0.5977,0.019849,2.4598,70.6646175004183,17.1706,5232.7415,4.04959193231215,0.165371971538209,2.4598,0.669689001771687,9.96118623510142,6.46954367031798,4.04959193231215,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59920012039962e-06,0.002,0.95,16.17,1275000,1097,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Catostomus_microps,abj,0.53265,0.022144,1.1017,53.5331263306111,25.8822,5221.5311,6.10043127138893,0.131551856885499,1.1017,0.802523061553577,6.72084513168918,2.71463187372011,6.10043127138893,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60263353345154e-06,0.002,0.95,10.74,116400,2591,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Catostomus_platyrhynchus,abj,0.57585,0.018743,2.1077,58.8197817313537,16.0703,5248.2224,2.01926392863815,0.128825356193744,2.1077,0.260132394855988,4.25600258239063,1.85945494041293,2.01926392863815,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59448289325927e-06,0.002,0.95,8.355,29190,69.87,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Catostomus_rimiculus,abj,0.5,0.021475,5.138,202.7701424,19.7324,5224.585,1.51099971410025,0.10591850165944,5.138,0.16004282572534,7.76351653104708,3.24484185665981,1.51099971410025,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60169675425322e-06,0.002,0.95,6.269,233400,21.76,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Catostomus_santaanae,abj,0.45,0.04004,0.80148,110.55989144,62.0751,5230.3058,6.10057713784374,0.148584508539353,0.80148,0.906451255832923,4.889490564439,0.90650310584334,6.10057713784374,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59994485156491e-06,0.002,0.95,22.31,5824,5823,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Catostomus_tahoensis,abj,0.67473,0.021612,1.7594,18.976007617862,7.2773,5240.8493,7.40600887439189,0.137626612180101,1.7594,1.01926391115832,13.0301320136051,3.04341892631114,7.40600887439189,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59672609491368e-06,0.00041684,0.95,6.675,80280,2847,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Catostomus_warnerensis,abj,0.364,0.017199,3.5594,249.250896428571,25.4895,5226.9295,1.61712987345743,0.124309060159891,3.5594,0.201023894725976,5.75601207158437,1.84766726699572,1.61712987345743,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60097832519457e-06,0.002,0.95,17.94,97510,76.96,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Chasmistes_brevirostris,abj,0.86005,0.018592,4.2876,3489.70408697169,700,5219.0222,1.00003278828579,0.0448039905196573,4.2876,0.044805459565703,4.28774058305415,3.34012827216389,1.00003278828579,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60340395502056e-06,0.002,0.95,0.09506,1083000,0.09507,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Chasmistes_cujus,abj,0.80325,0.058299,9.1036,249.187603909119,21.9869,5226.3055,1.33681842967287,0.129580053789766,9.1036,0.173225004024162,12.16986025637,7.592016934339,1.33681842967287,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60116947561142e-06,0.002,0.95,2.802,855400,6.719,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Chasmistes_liorus,abj,0.88804,0.027099,4.819,4019.02559614432,740.6216,5231.538,1.00003329629879,0.04930854328018,4.819,0.04931018507217,4.81916045486387,4.2332881400503,1.00003329629879,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59956801170518e-06,0.002,0.95,0.09454,2069000,0.09455,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Deltistes_luxatus,abj,0.72089,0.021851,5.5683,159.552661931779,20.6562,5224.9834,2.57548676755668,0.105866757729854,5.5683,0.272658433657368,14.3410829677858,4.92502209400086,2.57548676755668,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60157462640361e-06,0.002,0.95,2.425,309200,41.76,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Xyrauchen_texanus,abj,0.85684,0.0085981,4.2149,3146.88200079361,639.7244,5242.8152,1.00136358445558,0.0403163526270626,4.2149,0.0403713273788105,4.22064737212182,2.57426364920519,1.00136358445558,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59612737004731e-06,0.002,0.95,0.08226,488500,0.08263,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Erimyzon_oblongus,abj,0.85633,0.019887,1.7949,38.807929197856,18.5149,5231.8601,5.18569736733572,0.128927643037125,1.7949,0.668579739074419,9.30780820463088,3.75079387875649,5.18569736733572,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.5994695341376e-06,0.002,0.95,1.91,55670,273.3,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Erimyzon_sucetta,abj,0.78604,0.020149,1.6795,39.1335636227164,18.3153,5227.0449,4.72327983611857,0.143468981505227,1.6795,0.677644147452108,7.93274848476114,3.02744168852204,4.72327983611857,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60094297962125e-06,0.002,0.95,4.273,46610,464.1,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Minytrema_melanops,abj,0.80232,0.019869,3.577,130.912796515106,29.3637,5203.0478,2.25865122540407,0.132386994669608,3.577,0.299016047738073,8.07919543327037,4.37369473797957,2.25865122540407,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60832672665819e-06,0.002,0.95,3.053,179600,35.88,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Hypentelium_etowanum,abj,0.61787,0.023303,2.4899,95.2514595788758,23.6367,5213.4233,1.78732083478533,0.18192048991851,2.4899,0.325150281905709,4.450250146532,2.34203944314984,1.78732083478533,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60512591348953e-06,0.002,0.95,19.93,59000,117.1,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Hypentelium_nigricans,abj,0.85061,0.022161,8.2717,248.640138982612,25.5686,5219.3174,1.00673364046893,0.0957822803632336,8.2717,0.0964272438024938,8.32739865386684,2.23036377417191,1.00673364046893,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60331326790359e-06,0.002,0.95,0.8151,13700,0.8318,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Thoburnia_atripinnis,abj,0.6206,0.023104,1.2549,68.5228782790848,33.8874,5196.1733,2.60131134950266,0.17009893299316,1.2549,0.442480284933401,3.26438561249089,1.48065401466011,2.60131134950266,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.61045453137987e-06,0.002,0.95,16.42,14610,312.1,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Thoburnia_rhothoeca,abj,0.627,0.024135,1.5119,80.0378640350877,33.1925,5220.4805,1.87074884442022,0.121301130249966,1.5119,0.22692394924199,2.82838517787893,1.37355327671423,1.87074884442022,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60295605678828e-06,0.002,0.95,5.718,11920,38.96,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Moxostoma_anisurum,abj,0.94929,0.021561,3.8402,84.4763902284866,20.8824,5219.2218,3.04365380885146,0.103317182539553,3.8402,0.31446173615631,11.6882393567514,7.16752012747357,3.04365380885146,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60334263564351e-06,0.002,0.95,0.311,153700,8.867,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Moxostoma_carinatum,abj,0.8275,0.010032,3.3323,4567.05386490634,1134.1227,5215.6603,1.0000612222336,0.0379592693796572,3.3323,0.0379615933309146,3.33250401084904,1.48690494830386,1.0000612222336,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60443747397047e-06,0.002,0.95,0.09789,110300,0.09791,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Moxostoma_cervinum,abj,0.5372,0.025182,1.762,199.489100521221,60.8204,5199.1725,1.45067368216023,0.0873430225091719,1.762,0.126706224074384,2.55608702796633,1.45061303878558,1.45067368216023,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60952552292121e-06,0.002,0.95,3.101,27540,9.704,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Moxostoma_congestum,abj,0.9519,0.023157,2.8704,67.0794296879924,22.2453,5200.3236,3.76663826960784,0.103718957922969,2.8704,0.390671796196501,10.8117584890823,6.37387611861631,3.76663826960784,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.6091692518558e-06,0.002,0.95,0.2971,100200,16.13,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Moxostoma_duquesnii,abj,0.85,0.02348,4.2039,125.622918105882,25.4001,5215.0359,2.0520683183995,0.405060862667775,4.2039,0.831212563304111,8.62669000371965,2.57102823798931,2.0520683183995,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60462957442346e-06,0.002,0.95,64.6,19670,583.3,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Moxostoma_erythrurum,abj,0.36634,0.021654,8.9502,549.142191352296,22.4769,5235.5059,1.04550482502405,0.100779530713269,8.9502,0.105365485624382,9.35747728493029,4.12004292682898,1.04550482502405,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59835572658224e-06,0.002,0.95,9.364,947000,10.71,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Moxostoma_hubbsi,abj,0.74221,0.020442,5.1293,124.811285027149,18.0602,5228.7806,2.21627948159705,0.0933828501498244,5.1293,0.206962494720108,11.3679623449558,8.70452432102795,2.21627948159705,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60041154467642e-06,0.002,0.95,1.49,1822000,16.32,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Moxostoma_macrolepidotum,abj,0.94951,0.03012,6.1465,418.388075165085,64.6325,5229.01,1.63907141193504,0.0952241717696612,6.1465,0.156079217672843,10.0745524334587,4.47330185498508,1.63907141193504,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60034133360236e-06,0.002,0.95,0.2472,61330,1.102,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Moxostoma_poecilurum,abj,0.92144,0.018615,3.6627,1551.3890069565,390.2891,5233.4405,1.11887916515043,0.077698278064162,3.6627,0.0869349844940556,4.09811871819648,2.49530144006011,1.11887916515043,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59898652460462e-06,0.002,0.95,0.2589,82040,0.3703,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Moxostoma_valenciennesi,abj,0.93163,0.020043,3.9156,76.1714344535921,18.1233,5232.4823,3.2802830441587,0.101429861068456,3.9156,0.332718653434229,12.8442762877078,7.27865699452292,3.2802830441587,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.59927933952497e-06,0.002,0.95,0.4043,222600,14.4,1,0,3,0,550000,8000,293.15,0,NaN,NaN
Cycleptus_elongatus,abj,0.6951,0.020262,3.6955,98.5626161703352,18.539,5226.2871,3.45164024342327,0.0631592557139696,3.6955,0.218003028766998,12.7555365195707,8.47391104393733,3.45164024342327,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1.8,0.5,0.15,1,1,1.8,0.5,0.15,2.60416666666667e-07,2.38095238095238e-06,1.60117511279089e-06,0.002,0.95,0.581,2107000,24.04,1,0,3,0,550000,8000,293.15,0,NaN,NaN
